7.853926894212006626e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.999999999998898659e-05,-2.294907375886679757e-01,7.887841960642161254e-02
7.777725277347840027e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.984265468110375963e-05,-2.273134184431177263e-01,7.811449358093032480e-02
7.700747893394743748e-01,2.284836704701439285e-06,9.259580381938075352e-07,-9.949874232684902640e-05,-2.251037941736304393e-01,7.724868630122133650e-02
7.623291085177708037e-01,5.145043269222767143e-06,2.061958496822912962e-06,-9.886872348660871929e-05,-2.229282317485806464e-01,7.645363819481684753e-02
7.540602570141686778e-01,9.154832322459776405e-06,3.625078493814542503e-06,-9.798281874905506977e-05,-2.204289007768318043e-01,7.573442556149492799e-02
7.458571936151126014e-01,1.431673443824282175e-05,5.601231472926825644e-06,-9.683846317789983967e-05,-2.180409444856412637e-01,7.495355024206440397e-02
7.381315392442933110e-01,2.063214357593249305e-05,7.980323855978028593e-06,-9.543299324859097672e-05,-2.156860874007548445e-01,7.410287233451039179e-02
7.300261656165598634e-01,2.810603905975032237e-05,1.074026899435451153e-05,-9.376507707735738954e-05,-2.132445445766121550e-01,7.332867045308386067e-02
7.222833004804966039e-01,3.673752631606744029e-05,1.387600905419195865e-05,-9.183200883721184371e-05,-2.110437579660230378e-01,7.250646755800665977e-02
7.141903840340327880e-01,4.653253000128683024e-05,1.736090632880090879e-05,-8.963311064172536924e-05,-2.086497937262906388e-01,7.178028769418023924e-02
7.064015409117678779e-01,3.076446413393155856e-06,2.119441039400620717e-05,-1.001160563504428411e-04,-2.064821173390879172e-01,7.094559115446562314e-02
6.982653836437894279e-01,-3.899420097562428526e-05,2.534380887042116481e-05,-9.657520555621106637e-05,-2.039917483453807245e-01,7.014408770830736495e-02
6.900799511079209747e-01,-2.548739060215980687e-05,-2.439989258704475749e-05,-8.766109067497238603e-05,-2.015344991397174101e-01,6.941415871881158328e-02
6.821944871325820170e-01,-1.082110956708554960e-05,-1.953313995820937692e-05,-1.842323857978784738e-04,-1.992403089898451829e-01,6.870767871916308445e-02
6.743643479473380165e-01,5.011655967288314617e-06,-1.438181347179507885e-05,-1.805181709640283434e-04,-1.969241006022542373e-01,6.788264365025023506e-02
6.665882685359029169e-01,2.201237551069860804e-05,-8.958912344364693202e-06,-1.765241263510942797e-04,-1.946200701315610182e-01,6.703532423625245540e-02
6.587086973201782270e-01,-1.361136172527322974e-05,-3.285282224678902851e-06,-1.839209355783853674e-04,-1.922733499720605810e-01,6.632488061700526905e-02
6.508824878412988735e-01,5.839232487063689822e-06,2.631447426247735328e-06,-1.791691231913063501e-04,-1.900342393304130240e-01,6.555898286257182128e-02
6.430011647393577556e-01,-2.715873562536116602e-05,8.768122407594919126e-06,-1.735119372813772394e-04,-1.877921319509519571e-01,6.477194030721386553e-02
6.351478244884829483e-01,-5.263574845991650279e-06,1.511966270589972938e-05,-1.681839171821237057e-04,-1.854764228641432589e-01,6.400932739868724075e-02
6.273452458832600165e-01,1.780262899250659151e-05,2.167351213926630227e-05,-1.625687206159016191e-04,-1.831716072790743333e-01,6.322452239371273430e-02
6.195922509021907221e-01,-1.130798095675921420e-05,-2.493157655284082498e-05,-1.622951625282894824e-04,-1.809742246277955824e-01,6.238685266971391585e-02
